idx,answer
66,"[제일제당의 힘에 매료되다]
저는 푸드빌의 외식브랜드의 히트상품을 제일제당 식품군으로 출시한 것에서 CJ의 힘을 느낀 적이 있습니다. VIPS, 비비고 등의 외식브랜드의 파워를 간편조리식품에까지 그대로 활용하는 CJ 마케팅의 힘에 감동한 것 입니다. 

저는 또한 2012년 여름 VIPS 아르바이트 시절 ‘님’ 호칭에 큰 충격을 받은 적이 있습니다. 단순한 `님`이라는 호칭이 직원들간의 커뮤니티 형성과 일의 효율에 영향을 미치는 것을 보고 CJ 문화의 힘을 느꼈습니다. 

이런 경험을 통해 CJ의 일원이 되고 싶다는 생각을 했고 그 중에서도 대한민국 종합식품1위 기업의 일원이 되고 싶다는 생각을 했습니다.

[소통의 힘, 분석의 힘]
‘구매’라는 직무에 관심을 갖게 된 것은 무엇보다 관련부서와의 커뮤니케이션이 중요하다는 점이 매력적이었기 때문입니다. 저는 경희대 대전외고 동문회장, 연합봉사동아리 STAFF를 하면서 사람을 만나고 소통하는 법을 배웠고 소통에 자신감을 갖게 되었습니다. 

또한 다양한 변수에 대해 분석하고 의사 결정해야 하는 직무인 점 또한 매력적이었습니다. 저는 전국 200명,40개 대학교의 대학생이 미션을 수행하며 경쟁하는 마케팅 인턴쉽형 대외활동 ** Mobile Futurist를 통해 경쟁체재 속에서 살아 남기 위해 노력한 적이 있습니다. 

팀의 강점과 이기기 위한 전략을 분석해 미션 전국2위를 한 경험이 있으며 개인 14위까지 달성하는 쾌거를 이룬 적이 있습니다. 이는 팀원들 간의 소통과 경쟁상대의 변수 분석이 중요한 요소였습니다. 

[글로벌 역량을 갖춘 구매 전문가]
 저는 구매직무에 필요한 소통능력과 외국어 능력을 살리겠습니다. CJ 제일제당이 요우커를 공략한 식품에 힘을 싣는 것을 대비하여 현재 가지고 있는 일본어 능력에서 그치는 것이 아니라 중국어 능력을 배양하여 글로벌 시장의 선두기업이 되는 것에 일조하겠습니다."
67,"""민주적인 역량으로 1등 상금 500위안을 타다""

팀 과제에서 구성원 각자의 역할을 성실히 수행하여 1등을 해서 상금을 탔던 경험이 있습니다. 해당 과제는 학생들끼리 학교와 기숙사 주변의 생활모습에 대해 지도를 그려 외국인들에게 소개를 하는 과제였습니다. 팀 중에서 중국어를 제일 잘했던 제가 리더를 맡았고 구성원들과 과제에 대해서 자주 논의하는 시간을 가졌습니다. 리더로서 먼저 하고 싶었던 것은 팀원들과 함께 친해지는 것이었습니다. 그래서 먼저 식사 및 여러 관광지를 방문하는 약속 제안을 했습니다. 함께 여행을 다니고 밥을 먹으면서 서로를 알아갔습니다. 함께 생활했기 때문에 금방 친해졌고 이러한 저의 노력 덕분에 서로 과제 이야기를 하는 것에 불편함이 없었으며 의견 공유가 자유로웠습니다. 좋은점 1

물론 서로 팀 과제를 수행하며 의견 차이가 다소 있긴 했습니다. 제가 리더였기 때문에 가장 많은 의견을 어필했지만 제 의견이 강행되는 느낌을 없애기 위해 구성원들의 의견을 지속적으로 물어보며 역할 배정에 불만이 없도록 하였습니다. 예를 들어, 중국어를 아예 못하는 구성원 2명에겐 지도 그림 및 색칠 업무를 부여했고 다른 한명은 저와 함께 숙소 및 학교 주변을 돌아다니며 지도에 반영할 내용을 파악했습니다. 수시로 구성원들이 힘들어하는 것에 대해 물어보고 피드백을 받으며 함께 으쌰으쌰할 수 있도록 노력했습니다. 서로가 업무를 성실히하는 것뿐만 아니라 돈독하고 자연스러운 관계 덕분에 과제에서 1등을 할 수 있었습니다. 그리고 해당 과제의 1등 상금인 500위안을 받아서 구성원들과 함께 그 기쁨을 공유했습니다.아쉬운점 2좋은점 2"
68,"""1년간의 학부연구생 생활과 교내 우수 연구센터 인턴 경험""

Data 신뢰성이 중요한 생체신호 측정 관련 임베디드 시스템을 설계하고 HW 와 SW의 제품 평가를 통해 시험/ 분석 연구를 수행한 경험이 있습니다.   
주로 심전도, 체온, 산소포화도 웨어러블 기기에 대하여 고장 유형 및 기타 다른 요인으로 인한 제어 오류에 대해 제품 평가를 수행했습니다. 위 연구에서 쌓아온 역량을 바탕으로 교내 우수 연구센터에서 수면장애 진단 기기 설계 연구과제 프로젝트에 참여해 인턴 연구원으로서 주로 시험/분석 업무를 지속적으로 수행했습니다. 특히, OOOOOOO학회에 논문을 등재하고 국방과학기술을 활용한 창업경진대회에서도 팀장으로 참여해 제가 설계한 아이템으로 방위사업청장상 동상을 수상할 만큼 평균 이상의 결과물을 만들었습니다.  아쉬운점 1

""글로벌 자동차 기업의 기술지원 팀 인턴 경험"""
69,"<해결사>
20**년 겨울방학을 맞아 친구 2명과 프로젝트 그룹을 구성하였고 증강현실을 이용하는 게임을 만들기로 하였습니다. 하지만 한달 가량 지연되기 시작하였고 이를 해결하기 위해 소통을 하기 위한 자리를 자주 만들었고 계획을 수정하기 시작했습니다.

클라이언트 파트의 아키텍쳐 구성과 데이터베이스 그리고 프로젝트 문서작업을 받고, 두 명의 친구는 서로 협업을 할 수 있는 여유를 갖게 하여 능동적인 진행이 가능하도록 하였습니다.

모임을 통해 팀에 문제가 생겼을 때 빠르게 대처할 수 있었고 그 결과 지연되었던 부분이 해결되었습니다. 혼자서는 할 수 없는 규모의 일을 협력하면서 해낼 수 있었고 팀원의 부족한 점은 서로 채워주고 이끌어 주는 것이 팀워크란 것을 배웠으며 소통과 계획의 중요성을 배웠습니다."
70,"입사 후, UMC를 거쳐 국내 매장의 점장으로 성장하겠습니다. 매장의 매출성장을 위해 사원관리와 고객만족에 힘쓰겠습니다. 모든 직원과 함께 매장운영의 고민과 기쁨을 나누겠습니다. 또한 고객의 니즈를 미리 파악하고 고객의 불만을 앞서 해결하는 고객지향적인 매장을 만들겠습니다.

이 후, 스페인 시장에 진출하고 싶습니다. 유니클로는 국내 외 인지도가 매우 높지만 세계적으로 가장 인지도가 높은 SPA브랜드는 스페인의 자라입니다. 유니클로가 진출하지 않은 스페인 시장에 도전해 유니클로의 인지도를 세계적으로 드높이겠습니다."
71,"<고객가치 중심 캐나다에서도 通하다>
캐나다 워킹홀리데이를 떠나 유명한 베트남 쌀국수집에서 7개월간 조리사로 일하였습니다. 의사소통부터 작업 환경까지 모두 한국과 달라 적응하기 위해 많은 노력을 하였습니다. 반면 고객 감동을 위한 서비스는 한국에서 경험한 아르바이트 경력이 큰 도움이 되었습니다. 고객가치를 위한 서비스를 하면 통할 것으로 생각하고 음식을 만들었습니다.

쌀국수는 만들기가 비교적 간단하여 바쁜 시간에는 대부분 미리 만들어 서비스하였습니다. 하지만 저는 추운 겨울 따뜻한 쌀국수를 먹으러 오는 고객들의 관점으로 조금 힘들고 바쁘더라도 쌀국수를 마지막으로 조리하여 음식이 식기 전에 고객의 식탁에 올렸습니다. 이러한 결과 평균 시간당 8달러의 팁을 받아 직장 동료들의 부러움을 한몸에 받는 조리사가 될 수 있었습니다. 이러한 경험은 고객감동을 위한 글로벌 역량을 키워주었습니다."
72,"컴퓨터공학을 전공으로 하면서 부전공으로 전자공학을 공부하였습니다. 개발이나 유지보수를 하는 데 있어서 하드웨어에 대한 지식이 있으면 도움이 되리라 판단했습니다. 그리고 전자 공학을 전공하는 친구와 자주 교류하며 무선전력전송 같은 최신 기술에 대해서 정보를 얻고 저는 소프트웨어 쪽에서 최신 기술 동향 등을 알려주며 정보를 공유하고 있습니다.

입사 후에도 전산업무에 일을 한정하는 것이 아니라 실제 전력공급에 관한 업무와 신 에너지 개발 등 다른 업무와의 이해가 필요 할 것입니다. 저처럼 다른 분야에 대한 지속적 관심은 부서간의 소통하는 능력을 배양하고 체계적인 업무프로세스를 수립하는데 도움이 될 것입니다."
73,"""반도체 위탁생산에 11나노 공정 추가""

삼성전자는 반도체 Foundry 공정에 11나노 공정을 새로 개발해 내년 상반기부터 양산에 나선다고 발표했습니다. 11나노는 기존에 삼성전자가 주력으로 활용하던 14나노 반도체 미세공정을 기반으로 개발한 파생공정입니다. 14나노 반도체보다 성능은 최대 15% 높이고 반도체 크기는 10% 줄였습니다. 이번 공정 개발은 플래그십 스마트폰용이 아닌 중고가의 스마트폰 시장 점유율을 높이기 위한 전략입니다. 설계 변경이나 비용 증가 없이 더 좋은 반도체를 생산하게 되어 중고가 폰에도 차별화된 가치를 제공할 수 있을 것으로 보입니다.

삼성전자는 14, 11, 10, 8, 7나노에 이르는 로드맵을 완성하여 고객군의 선택지를 넓혀 경쟁력을 강화했습니다. 기존 14나노 공정을 11나노로 변경한 것은 중국에 대응하기 위한 기술개발로 보입니다. 커져가는 중국시장에 주도권을 주지 않고, 중고가 스마트폰 시장도 놓치지 않겠다는 것이 Foundry 사업부의 전략이라고 생각합니다.

""Foundry 사업부의 성장세와 잠재력""

삼성전자는 올해 4위인 Foundry 시장점유율을 2위로 끌어올리는 것이 목표지만, 경쟁사에 앞선 기술 경쟁력을 특화할 수 있는 만큼 향후 업계 1위인 대만의 TSMC도 따라잡을 수 있을 것으로 생각합니다. 실제로 Foundry 사업부의 성장세는 가파릅니다. 시장조사기관인 IHS 마킷에 따르면 삼성전자의 Foundry 사업 매출은 지난해 45억1800만 달러를 기록했고 이는 전년 대비 무려 78.6% 급증한 수치입니다.

Fabless 회사들이 많아짐에 따라 Foundry의 잠재력은 충분합니다. 설계도면 유출에 대한 우려로 Fabless 기업들이 꺼리는 것이 있었는데 Foundry를 분리함으로써 완전히는 아니더라도 어느 정도 해소가 되는 방법이라고 생각합니다. 현재 삼성전자의 Foundry 시장점유율은 6.9%이지만, 공정 미세화 기술력은 어느 곳과 비교해도 경쟁력이 충분하기 때문에 점유율은 충분히 올릴 수 있습니다.아쉬운점 1"
74,"제가 회사를 선택하는 기준은 실력과 진심입니다. 먼저 실력은 해당 분야에서 최고의 제품과 서비스를 제공할 수 있는지에 관한 것입니다. 현대중공업은 중공업 분야에서 독보적 기술 확보와 시스템을 바탕으로 약속을 지키는 회사로 고객들의 선택을 받고 있습니다. 현대중공업의 우수한 기술력과 서비스에 대한 신뢰는 국내뿐 아니라 세계적으로 가치를 창조하고 있습니다.
실력보다 중요하다고 생각하는 것이 진심입니다. 진심은 생산 및 판매에 머무는 단계를 넘어 고객에게 감동을 주고 신뢰, 존중을 위해 연구하는지에 관한 것입니다. 현대중공업은 HSE 경영방침에 따라 상위 가치를 추구하고 있으며 아산나눔재단 등을 통한 나눔 철학의 계승, 협력사와 긴밀한 관계 유지 등을 통한 사회공헌 역시 놓치지 않고 있습니다.아쉬운점 1"
75,"고객에 대한 관심이 서비스의 기본좋은점 1이라고 생각합니다.

[관심을 통한 사소한 배려]

가끔 머리 깎으러 다니던 곳이 있었습니다. 몇 번 가지 않았기에 디자이너와 많은 대화를 나누지 않았습니다. 회계사 2차 시험을 한 달 앞두고 머리를 자르러 갔습니다. 디자이너는 시험이 곧인데 힘내라며 마음에 안정이 되는 꽃차를 내려주었습니다. 관심에서 나오는 사소하지만 세심한 배려에 감동했습니다. 그 후로는 그곳에서 계속 머리를 자르고 있습니다.

[맛 집을 거부하게 한 무관심]

학교 근처에 고기 백반이 주된 메뉴인 식당이 있습니다. 그런데 사장님은 주된 고객인 대학생들에게 관심이 없으셨습니다. 대학생들은 금액 배분과 현금 휴대의 번거로움 때문에 카드로 더치페이를 주로 합니다. 사장님은 학생들의 현실에 관심이 없으셨습니다. 카드로 더치페이 할 때마다 표정을 붉히시며 왜 각자 따로 카드 결제를 하냐며 타박하셨습니다. 백반은 매우 맛있었습니다. 그러나 사장님의 서비스에 마음이 불편했고, 다시 찾지 않았습니다.

항공사를 이용하는 고객층은 가족단위 여행객부터 출장을 가는 회사원까지 다양합니다. 고객에 대한 관심을 통해 맞춤형 서비스를 제공하는 대한항공人이 되겠습니다.아쉬운점 1"
76,"""서두르지 않고 여유롭게""

약속 시각을 지킬 때 약속을 어긴 적은 없지만, 너무 급하게 도착해서 서두르는 경향이 많습니다. 약속 시각을 지킬 때는 최소 10분 전에 도착하는 것이 서두르지 않고 여유롭게 갈 수 있다 생각합니다. 앞으로 서두르지 않고 여유롭게 도착할 수 있게끔 시간 조절을 함으로써 약속 시각을 잘 준수하겠습니다.아쉬운점 1"
77,"""영어성적 : 9등급에서 만점까지""
제가 이룬 가장 큰 성취경험은 꾸준한 노력을 통해 목표를 이룬 것입니다. 고등학교 입학했을 때 모의고사 영어성적이 9등급이었습니다. 3년 동안 하루에 60개의 각 영어단어를 10번씩 쓰면서 필수 3,000단어를 반복적으로 외웠습니다. 

그리고 `문법을 잘 파악하면 독해를 잘할 수 있다`고 생각해서 한 달에 문법책 1권씩 총 30권을 풀었습니다. 수능에서 영어 성적을 만점 받았고 꾸준한 노력을 통하면 목표를 이룬다는 것을 알았습니다. 또한, 어떤 상황에 직면해도 목표를 향해 도전하면 이룰 수 있다는 자신감을 얻었습니다.
 
저의 가장 큰 실패경험은 컴퓨터 프로그래밍(C++)의 성적을 C+을 맞은 것입니다. 프로그래밍 입문을 제대로 배우지 못했고 성장의 시기를 놓쳤기 때문입니다. 군 복학 후 `이것을 극복해보자`는 마음으로 재수강을 했고 A의 성적을 받았습니다. 그 후로 다양한 교육 프로그램과 인턴을 통해 개발자에 대한 꿈을 가지게 되었습니다."
78,"""캐릭터 OSMU 가치와 라이센싱 사업에 대한 이해, 글로벌 라이센싱 사업 전문가를 향한 비전""

저는 CJ ENM 애니메이션 사업부에서 라이센싱 사업 확대 전략에 기여하고 싶습니다. 특히, CJ ENM은 캐릭터 상품, 어린이 뮤지컬 그리고 웹드라마의 다양한 형태로 애니메이션 콘텐츠의 OSMU 사업을 확대하고, 적극적인 해외 시장 개척 활동으로 캐릭터 최초 유네스코 소녀 교육 캠페인의 홍보 대사로 선정되는 성과를 만들었습니다. 따라서 저는 캐릭터, 영화, 공연의 문화 기획 경험과 라이센싱 사업에 대한 이해를 바탕으로, CJ ENM 애니메이션의 글로벌 성장을 지원하겠습니다.
아쉬운점 1
실제로, 저는 캐릭터 ‘뿌까’를 개발한 라이센싱 기업 ㈜OO의 인턴 활동으로, 캐릭터 콘텐츠의 OSMU 가치와 라이센싱 사업에 대한 이해를 넓힐 수 있었습니다. 일례로, 저는 농산물 유통 기업과의 콜라보레이션 프로젝트에 참여했습니다. 당시 고객사는 친근한 브랜드 이미지를 만들기 위한 캐릭터 개발과 온라인 커머스 사업의 캐릭터 활용기획을 의뢰하였고, 저는 캐릭터를 활용한 상품 페이지 기획 업무를 맡았습니다.

저는 먼저 온라인 커머스의 주 소비 계층과 온라인 유통 식품에 대한 불안감을 파악하였습니다. 그리고 상품 신뢰도를 높이는 농가, 농지 정보를 담기 위해, 브랜드 캐릭터가 자신의 이야기로 상품 정보를 소개하는 상품 페이지를 구성했습니다. 그 결과, 고객사와의 미팅을 통해 저의 기획은 실제 업무에 적용되었습니다. 그리고 저는 캐릭터의 OSMU 가치를 활용하는 라이센싱 사업을 이해하고, 캐릭터 콘텐츠를 활용한 기획 경험을 쌓을 수 있었습니다.아쉬운점 2"
79,"""에너지 해커톤: 포기하지 않는 열정을 배우다.""

해커톤에 나가서 시간적 한계에 부딪혀도 포기하지 않고 열정을 발휘한 경험이 있습니다. 해커톤을 참여하면서 가장 문제점으로는 짧은 제작 시간이었습니다. 보통 프로그램을 제작하게 되면 긴 시간이 있어야 하는데 2일이라는 제작 시간으로 저희는 제작 아이디어부터 고심했습니다. 아무리 좋은 아이디어가 나온다고 해도 2일이라는 제작 기간 동안 완성을 못 하면 실패이기 때문입니다.

그래서 팀원들과 함께 고심한 끝에 아이디어를 결정했습니다. 집에서 쓰고 있는 전기 사용량을 스마트폰으로 미리 확인을 가능하게 해서 전기 사용을 계획적으로 할 수 있는 APP을 제작하는 것이었습니다. 그리고 전자기기를 잘 사용하지 못하는 노인분들과 시각장애인을 위해 ARS 기능을 추가하여서 현재 사용한 전력에 따라 사용한 금액을 음성으로 알려줄 수 있는 기능을 구현하기로 했습니다.

EnerTalk API로 사용 전력 확인과 Google TTS와 Newtone API를 사용하였는데 역할을 분담하여서 제한된 시간에 맞추어 진행하였습니다. 처음에는 어려울 것 같다고 생각했지만 포기하지 않고 노력한 결과 시간 내에 완성되어서 에너지 해커톤 대상을 받았습니다. 짧은 시간이었지만 주제에 맞는 아이디어를 생각하고 기간에 맞추어서 업무 분담을 한 결과 1등을 했기 때문에 저에게는 많은 것을 배울 수 있었던 시간이었습니다. 앞으로 이러한 끈기를 유지하여 IBK기업은행에 입행 후에도 많은 어려움에도 포기하지 않고 완성을 위해 노력하겠습니다."
80,"ECS텔레콤에 대해서 알게 된 계기는 취업 설명회에 대한 학교의 공지였습니다. IP Telephony와 네트워크 분야에 관련이 있는 ECS텔레콤의 간략한 기업소개를 보고 난 후 관심을 두고 관련된 정보를 찾아보았습니다. ECS텔레콤이 추진하는 사업, 앞으로의 지향 방향 등을 조사한 뒤에, 취업 설명회와 상담회에 참여했습니다.

담당자분들과의 상담, 팀장님의 설명회를 통해서 ECS텔레콤만이 가진 강점, 안정성, 앞으로의 성장성과 업무에 대해 더 자세하게 알 수 있었습니다. 또한, 제가 기여할 점이 많다고 생각하게 되었습니다."
81,"""공터에서 창출한 혁신""

2011년 도시자원 업체에서 설비 개선을 한 경험이 있습니다. 소규모 업체였기 때문에 차량이 도로변에 나온 채로 작업하는 안전에 치명적인 구조였습니다. 저는 설비 배치가 비효율적이라 생각했고, 근무자분들께 작업장과 관련된 의견을 수렴하였습니다. 

그 결과, 제가 생각했던 것과 같은 견해를 확인할 수 있었고, 피드백을 받았습니다. 이에 저는 업체에 있는 폐자재로 2층 구조의 적재함 설치와 지게차 동선을 고려한 설비 배치 형태를 CATIA로 설계하였고, ANSYS를 통해 처짐에 대한 안정성을 확보한 뒤 건의하였습니다. 

제 건의는 실제로 적용되어 차량이 부지에 완벽히 들어갈 수 있었고, 지게차 동선 폭을 1m가량 확보할 수 있었습니다. 또한, 적재함 설치를 통해 차량에 적재하는 시간을 한 시간가량 줄일 수 있었습니다. 저는 제 직무 속에서 개선할 점을 끊임없이 생각하며, 행동으로 옮기는 도전적인 DNA를 가졌습니다."
82,"최근 한국국토정보공사의 충북본부를 비롯하여 경남, 제주, 대전·충남, 전북 본부 등에서 해당 지역 주민을 위한 무료 법률상담서비스를 앞다투어 시행하고 있습니다.

지적측량의 절차나 관련 법률상담, 일상생활에 필요한 법률상담을 함으로써 법률 사각지대에 있는 주민에게 도움을 주고자 시행하고 있습니다. 제가 인턴으로 근무했을 때 현장에 업무를 나가면 사업시행자들은 토지의 이해관계나 법의 절차에 대해 잘 알고 있어 측량의 진행 내용도 쉽게 이해하는 데 비해 지적측량의 중요성 및 필요성을 못 느끼는 개인 민원인들에게 측량의 내용을 설명하는 데 시간과 노력이 많이 소요됐었습니다.

홍보용 부채를 나눠드리고 책자도 드렸지만, 복잡한 지적 관련 이야기를 일반인이 이해하기란 쉽지 않았습니다. 앞으로 이러한 분들을 대상으로 지금 하는 법률상담서비스를 제공하는 범위와 내용을 확대하고 일회성 또는 단기간에 끝내는 것이 아니라 공사 내에서 국민을 위한 서비스화를 통해 법률지식을 제공한다면 관심이 없던 사람들도 관심을 갖게 될 것이며 토지를 소유하거나 소유하지 않은 사람들 모두 토지에 대한 이해가 높아져 앞으로 공사가 지적업무를 수행하는 데 있어 더 수월하지 않을까 생각합니다."
83,"[아름다움은 메모리스틱이다]
‘아름다움’은 ‘기억’의 전제조건이라 생각합니다. 기억하기 위해선 아름다워야 한다고 생각하며 아름다워야 기억이 남기 마련입니다.

누구나 길다가 스치는 사람에게 흘러나오는 향기에 뒤돌아보고 예전의 기억을 더듬어본 경험이 있을 것입니다. 이런 순간들 위해 아름다움이 필요하다고 생각합니다.

제가 생각하는 아름다움은 뷰티제품에 다양하게 포함되어 있는 향기이고, 그 향기는 과거 어떤 시절의 우리를, 그리고 누군가를 기억나게끔 도와줍니다. 그렇게 묻혀 있던 기억이 향기라는 아름다움을 통해 다시 생명을 갖고 무미건조한 삶에 기쁘기도 슬프기도 한 복잡한 변화를 제공합니다.

너무도 바쁘고 기억해야 할 것이 많은 현대인의 삶속에 우리는 많은 것을 잊어버리는데, 아름다움은 잊어버렸던 기억을 마치 메모리스틱 같이 따로 저장해주는 역할을 해줍니다.
또 다른 기억공간을 제공해주는 아모레퍼시픽에서 기억공간을 개발하는 연구를 지원하고 싶고, 더 많은 분들이 아모레퍼시픽을 통해 소중한 기억을 간직하는데 일조하고 싶습니다."
84,"""끝판왕 성격""
`하나에 꽂히면 끝을 보는 가치관`을 갖고 있습니다. 이러한 가치관을 바탕으로, Zero-base에서 전문성을 갖추기 위해 끊임없이 성장을 추구하며 현재의 무역인으로 성장할 수 있었습니다. 대학생 때, 다양한 진로를 찾기 위해 청강했던 `무역학 원론` 수업을 통해서 무역에 흥미를 갖기 시작했습니다. 그 이후로 전문적으로 배워보고 싶은 열의가 생겼고, 316시간의 국제 물류업 실무 교육을 수강하며 공부했습니다. 25명의 업계 현직자로부터 해상 수출입 교육을 이수하였고, 실무에서 빈번히 발생하는 이슈와 그에 대한 해결 방법 등을 들으며 무역 실무에 대한 전반적인 흐름을 파악하며 전문성을 쌓을 수 있었습니다. 이러한 노력 끝에, 다수 고객사의 영업 관리와 
화물 수출입을 담당하는 물류 영업인이 될 수 있었습니다."
85,"""발달장애 어린이들과의 굿즈 제작을 통한 소중한 경험""

대학생 CSR 아카데미 ‘OOOOOO’의 일원으로 활동하며 사회 공헌 프로젝트를 기획하였습니다. 암사재활원의 발달장애 아이들과 굿즈를 만들고 판매했던 과정에서, 실수 극복을 통해 최선의 결과를 도출하였습니다.좋은점 1

아이들이 직접 그린 디자인을 확보한 후, 굿즈 선정을 위한 회의가 있었습니다. 초기 제작비용이 상대적으로 컸던 티셔츠에 부담을 느꼈고, 상대적으로 싸고 제작이 빠른 달력과 책갈피를 선정하였습니다. 하지만 프로젝트 진행 시기는 7월이었기에, 연초와 연말 수요가 많은 달력 판매는 굉장히 부진했습니다. SNS 홍보를 통해 판매를 촉진하려 했지만, 수요 예측의 실패와 잘못된 제품군 선정은 매출에 큰 타격을 입혔습니다. 이에 대한 실수를 인지하고, 팀원들과 추가 회의를 거친 결과 티셔츠, 에코백의 추가 굿즈 항목을 선정하게 되었습니다.

새로운 제품군을 선정한 후, 암사재활원 굿즈는 큰 호응을 받았습니다. 기존 목표를 뛰어넘어, 61만 원의 판매 매출을 이뤄냈습니다. 실수를 빠르게 인지하고, 적극적으로 대처함으로 최선의 결과를 도출할 수 있다는 것을 느낀 경험이었습니다. 아쉬운점 1"
86,"사람다운 사람, OOO
꾸준히 한곳에서 일하는 것을 선호하며, 사람과 어울리는 것을 좋아하고 한번 맺은 인연에 대해 소중하게 생각합니다. 많은 사람을 만나보고 사회생활을 빠르게 경험하고 싶어서 대학교 입학 후 3년 6개월 동안 아르바이트를 했습니다. 좋은점 1

일터에서 만난 좋은 사람들과의 인연의 끈은 경조사 참석, 주기적인 모임으로 친밀한 관계를 유지해 오고 있습니다.

이러한 경험으로 나보단 상대방을 먼저 생각하고 각자의 입장에 대한 마음을 공감할 수 있게 됐습니다.

위를 바탕으로 ‘고객의 필요’를 충족시킬 수 있는 ‘혁신적인 연구개발’과 항상 같은 자세로 조화롭게 팀에 녹아들어 하나로 움직일 수 있는 마음을 가진, ‘신의’를 기반으로 꾸준한 자기 성찰과 정직한 자세를 견지하는 사람이 되겠습니다.아쉬운점 1"
87,"한창 자격증 취득에 열을 올리고 있었을 때 선생님의 권유로 스터디 그룹을 이끈 적이 있습니다. 멘토의 역할이 중요하지만, 당시 저는 자격증을 취득하기 위해 방과후 수업을 듣고 있어 두가지를 함께 진행할 시간이 부족한 상황이었습니다.
어떻게 할까 고심하다 쉬는시간과 점심시간 등의 자투리 시간을 활용하고 휴일인 토요일에 매주 학교에 모이도록 했습니다. 학교 시험과 자격증 시험이 겹친 상황이었기에 시간뿐만 아니라 제 자신의 스트레스도 상당했지만, 제가 맡은 일에 끝까지 책임감을 갖고 최선을 다하고 싶었기에 빈 교실에서 졸린 눈을 비벼가며 스터디를 했습니다. 또한 제가 가르쳐주지 못하는 시간에는 자습을 하도록 하여 후에 질문을 하게해 낭비하는 시간이 없도록 하며 반 학기 동안 운영하였습니다.
그 결과, 부원 대부분이 목표했던 결과를 이루거나 전체적인 성적이 향상되는 성과를 보이게 되었습니다.좋은점 1"
88,"최근 교육부에서는 4차 산업혁명 시대를 맞이하여 대학의 경쟁력을 강화하기 위해 ‘대학혁신지원방안’을 마련하여 대학교와 지자체 및 기업들과의 협업을 지원할 예정입니다. 산업 간의 경계가 허물어지며 기존의 시스템에 많은 변화가 요구되는 상황에서, 고등교육의 중추적인 역할을 하는 대학교에서도 이러한 대응은 필수적이라 생각합니다. 대학교는 단순히 학문을 가르치는 것에 그치는 것이 아니라 우리나라의 미래를 이끌어갈 인재들을 양성하는 장소가 되어야하기 때문입니다. 좋은점 1한편 서울대학교는 이러한 흐름 속에서 산학협력단을 통해 학생들에게 다양한 기업과의 협업 경험을 제공하여 학생들이 향후 우수한 인재로 거듭나도록 돕고 있습니다. 따라서 서울대학교는 대학교의 경쟁력은 곧 우수한 인재들로부터 비롯된다는 것을 상기하며 학생들에게 더 많은 기회를 제공하여 학생들이 우리나라를 이끌어갈 인재가 되는 발판을 마련해야 할 것입니다. 그래서 이를 위해 다양한 우수 기업 및 지자체와의 협약을 강화해야 할 것입니다.아쉬운점 1"
89,"""후회란 없다""

저의 집 가훈인 [부끄럽지 않은 사람이 되자]는 저에게 매사에 `후회하지 않도록 최선을 다하자!`라는 좌우명을 가지게 하였습니다. 이 좌우명을 바탕으로, 저는 더욱더 도전정신을 가지고 매사에 임하며, 소신 있게 행동할 수 있었습니다. 일하거나 사회생활을 하다 보면, 하고 싶지만 망설여지는 일도 많고, 한계가 보여 막막할 때도 있을 것으로 생각합니다. 하지만 저는 후회하지 않기 위해 도전하겠습니다. 도중에 좌절하거나 실패를 한다고 해도 그것은 저의 노력이 부족함이며, 그것을 뛰어넘기 위한 해결책을 위해 노력함으로써 또한 한 단계 더 성장할 수 있다고 생각합니다. 그러므로 저는 매사에 항상 도전하며, 그 도전을 두려워하지 않는 ""Changes for better""형 인재입니다! 아쉬운점 1"
90,"""특허출원의 기회를 얻다""

설비 유지보수 및 시설 관리를 위해서는 무엇보다 책임감, 성실함이 필요하다고 생각합니다. 그간 배워온 지식을 활용하여 팀원들과 6개월간의 노력으로 졸업 작품을 통해 특허를 출원한 경험이 있습니다.

최근 화두 된 무선전력전송 기술을 활용한 작품을 제작했습니다. 물론, 초기에는 기술에 대한 정보가 많이 없어 제작 과정에서 어려움을 겪었습니다. 효율이 상당히 낮았고, 회로의 전류가 높아 금방 고장이 발생하는 등의 문제가 발생했습니다. 문제를 해결하기 위해 기술자에게 조언을 구했고, 그것을 바탕으로 다시 제작했습니다. 자기공명 방식을 활용하기 때문에 공진주파수를 선정하여 알맞은 크기의 루프안테나를 제작 후 안정된 효율을 얻어냈습니다. 그리고 소자의 내구성과 회로의 안정성을 위해 각 소자는 제조 회사별로 비교하여 선정했고, 제작비 절감을 위해 PCB 기판을 직접 만들었습니다.

결과적으로 50cm까지 무선전력전송에 성공하였고 교내 대회 동상과 특허출원의 기회를 얻었습니다. 포기하지 않고 계속 시도하여 긍정적인 결과를 얻은 경험으로 아이쓰리시스템의 공무 팀에서도 맡은 직무를 책임감 있게 수행하는 모습을 보여드리겠습니다."
