sample_id,source,company,position,question_no,question_type,question,answer,quality_bucket,manual_label,match_score_0_100,question_requirements,covered_requirements,expected_keywords,mismatch_reason,notes
MATCH225,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,25,단점 인식 | 보완 행동 | 변화,,단점 | 부족 | 보완 | 개선,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH226,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,11,성장 배경 | 가치관 | 진로 연결,,성장 | 가치관 | 진로 | 영향,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH227,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,31,고객 문제 | 개선 행동 | 구체적 결과,,고객 | 사용자 | 개선 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH228,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,6,목표 | 도전 행동 | 배운 점,,목표 | 도전 | 시도 | 배운,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH229,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,10,원칙 | 어려운 선택 | 결과,,원칙 | 선택 | 결과 | 신뢰,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH230,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,19,전문성 | 학습 과정 | 적용 결과,,전문성 | 학습 | 실습 | 적용,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH231,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,20,지원동기 | 직무 이해 | 입사 후 기여,,지원 | 직무 | 기여 | 입사 후,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH232,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,19,협업 상황 | 본인 역할 | 팀 성과,,팀 | 협업 | 역할 | 성과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH233,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.",어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,24,문제 상황 | 해결 행동 | 결과,,문제 | 해결 | 행동 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH234,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,28,직무 역량 | 근거 경험 | 활용 가능성,,강점 | 역량 | 경험 | 직무,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH235,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,17,단점 인식 | 보완 행동 | 변화,,단점 | 부족 | 보완 | 개선,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH236,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,16,성장 배경 | 가치관 | 진로 연결,,성장 | 가치관 | 진로 | 영향,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH237,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,33,고객 문제 | 개선 행동 | 구체적 결과,,고객 | 사용자 | 개선 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH238,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,34,목표 | 도전 행동 | 배운 점,,목표 | 도전 | 시도 | 배운,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH239,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,28,원칙 | 어려운 선택 | 결과,,원칙 | 선택 | 결과 | 신뢰,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH240,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,12,전문성 | 학습 과정 | 적용 결과,,전문성 | 학습 | 실습 | 적용,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH241,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,11,지원동기 | 직무 이해 | 입사 후 기여,,지원 | 직무 | 기여 | 입사 후,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH242,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,34,협업 상황 | 본인 역할 | 팀 성과,,팀 | 협업 | 역할 | 성과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH243,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.",어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,5,문제 상황 | 해결 행동 | 결과,,문제 | 해결 | 행동 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH244,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,15,직무 역량 | 근거 경험 | 활용 가능성,,강점 | 역량 | 경험 | 직무,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH245,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,23,단점 인식 | 보완 행동 | 변화,,단점 | 부족 | 보완 | 개선,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH246,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,6,성장 배경 | 가치관 | 진로 연결,,성장 | 가치관 | 진로 | 영향,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH247,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,8,고객 문제 | 개선 행동 | 구체적 결과,,고객 | 사용자 | 개선 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH248,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,33,목표 | 도전 행동 | 배운 점,,목표 | 도전 | 시도 | 배운,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH249,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,25,원칙 | 어려운 선택 | 결과,,원칙 | 선택 | 결과 | 신뢰,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH250,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,17,전문성 | 학습 과정 | 적용 결과,,전문성 | 학습 | 실습 | 적용,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH251,synthetic_from_direct_labeling_200_style,롯데월드,전기·전자엔지니어,1,motivation_plan,롯데월드 전기·전자엔지니어 직무에 지원한 동기와 입사 후 어떤 방식으로 기여할 수 있는지 기술해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,9,지원동기 | 직무 이해 | 입사 후 기여,,지원 | 직무 | 기여 | 입사 후,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH252,synthetic_from_direct_labeling_200_style,신한은행,영업관리,2,collaboration,다른 사람들과 함께 일하며 팀워크를 발휘했던 경험과 그 과정에서 본인이 맡은 역할을 구체적으로 서술해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,9,협업 상황 | 본인 역할 | 팀 성과,,팀 | 협업 | 역할 | 성과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH253,synthetic_from_direct_labeling_200_style,카카오페이,마케팅,3,problem_solving,"예상하지 못한 문제를 발견하고 해결했던 경험을 상황, 행동, 결과 중심으로 기술해 주십시오.",어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,11,문제 상황 | 해결 행동 | 결과,,문제 | 해결 | 행동 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH254,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,시설관리,4,competency,시설관리 직무와 관련된 본인의 강점 또는 역량을 실제 경험을 바탕으로 설명해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,11,직무 역량 | 근거 경험 | 활용 가능성,,강점 | 역량 | 경험 | 직무,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH255,synthetic_from_direct_labeling_200_style,LG전자,품질관리,5,weakness,"본인의 단점 또는 부족했던 점을 쓰고, 이를 보완하기 위해 어떤 노력을 했는지 기술해 주십시오.",독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,24,단점 인식 | 보완 행동 | 변화,,단점 | 부족 | 보완 | 개선,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH256,synthetic_from_direct_labeling_200_style,롯데월드,환경안전,1,growth,본인의 성장과정 또는 가치관이 현재의 진로 선택에 어떤 영향을 주었는지 작성해 주십시오.,해외여행 중 길을 잃었지만 현지인에게 질문하며 목적지를 찾았습니다. 이 경험으로 낯선 환경에서도 당황하지 않는 법을 배웠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 롯데월드에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,6,성장 배경 | 가치관 | 진로 연결,,성장 | 가치관 | 진로 | 영향,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH257,synthetic_from_direct_labeling_200_style,신한은행,데이터 분석,2,customer,고객 또는 사용자의 불편을 파악하고 개선했던 경험을 구체적인 결과와 함께 설명해 주십시오.,학창 시절 반장을 맡아 친구들과 즐겁게 지냈습니다. 사람들과 친해지는 성격은 저의 가장 큰 장점이라고 생각합니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 신한은행에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,28,고객 문제 | 개선 행동 | 구체적 결과,,고객 | 사용자 | 개선 | 결과,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH258,synthetic_from_direct_labeling_200_style,카카오페이,서비스 기획,3,challenge,목표 달성을 위해 도전적으로 시도했던 경험과 그 과정에서 배운 점을 기술해 주십시오.,어릴 때부터 운동을 좋아해 주말마다 축구를 했습니다. 체력을 기르며 성실함을 배웠고 앞으로도 밝은 태도로 생활하겠습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 카카오페이에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,22,목표 | 도전 행동 | 배운 점,,목표 | 도전 | 시도 | 배운,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH259,synthetic_from_direct_labeling_200_style,CJ올리브네트웍스,백엔드 개발,4,ethics,원칙을 지키기 위해 어려운 선택을 했던 경험과 그 결과를 서술해 주십시오.,저는 음악 감상을 좋아합니다. 다양한 장르를 들으며 스트레스를 관리했고 긍정적인 마음가짐을 유지할 수 있었습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 CJ올리브네트웍스에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,5,원칙 | 어려운 선택 | 결과,,원칙 | 선택 | 결과 | 신뢰,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
MATCH260,synthetic_from_direct_labeling_200_style,LG전자,인사,5,learning,지원 분야와 관련된 전문성을 키우기 위해 학습하거나 실습했던 경험을 구체적으로 기술해 주십시오.,독서를 통해 인문학적 소양을 키웠습니다. 책을 읽으며 세상을 넓게 보는 태도를 배웠고 꾸준히 성장하고 있습니다. 또한 저는 맡은 일을 끝까지 하려는 책임감이 있습니다. 앞으로 LG전자에서도 누구보다 성실하게 일하며 좋은 구성원이 되겠습니다.,질문과 어긋난 답변,OFF_TOPIC,15,전문성 | 학습 과정 | 적용 결과,,전문성 | 학습 | 실습 | 적용,문장은 자연스럽지만 질문 핵심어와 요구 조건을 거의 반영하지 않음,ROLE05_MATCH 질문-답변 적합도 모델용 더미데이터
